placeid,lat,lon,opened_sunday,State,city,elevation,population,nearest_hotel,nearest_railstation
ChIJ-zJXB8shsEcR4NTpihNDIzY,52.62094,10.24543,0,NI,Celle,47,2303,10404.1069876,9942.41167797
ChIJwcI9BkQZsEcRtdl3ZmFTy1o,52.54086,10.14031,0,NI,Celle,44,6431,9352.39874015,7686.96607694
ChIJOQDFFvZssEcRcv6PGLPjyLc,52.5291886,9.7530646,0,NI,Region Hannover,39,2904,7112.95414592,13615.646428
ChIJH0E5Szqtr0cR8F0Yh7_UXLE,52.85262,11.15421,0,ST,Altmarkkreis Salzwedel,33,481,41741.270328,406.059398207
ChIJ74vIA-Csr0cROyi6owexhy8,52.84268,11.16993,0,ST,Altmarkkreis Salzwedel,33,481,43089.584046,1566.93819115
ChIJWRShqBtOrkcRXE-l67YeRto,52.9672399,11.15101,0,NI,Lüchow-Dannenberg,19,3086,39552.7807577,6631.52889741
ChIJK10AiCHGr0cRtQj0ldeP1SQ,52.725875,10.7381156,0,NI,Gifhorn,84,12427,19732.5559783,17190.2995317
ChIJ0Wao538srkcRWQPMha-PG2g,52.96483,10.56066,0,NI,Uelzen,48,2996,40.3151166512,755.340009857
ChIJ491-0OMMr0cRx9EZhssTRR0,52.524,11.39422,0,ST,Altmarkkreis Salzwedel,49,11868,39181.5553527,19412.3189125
ChIJO5GjLSHGr0cRZuAtZIH8fEM,52.7277222,10.7420076,0,NI,Gifhorn,84,12427,20062.2626358,16996.5024715
ChIJ3SWG7IH-rkcRGcjIu20BWzE,52.8817998,11.4873636,0,ST,Altmarkkreis Salzwedel,32,2962,49066.3203196,18505.1824869
ChIJxd8F_H3XrkcRB-vegkk9RIw,52.8244541,12.0732725,0,ST,Stendal,44,7078,29770.9222615,14078.7363941
ChIJ_3hVw8MyqUcRzKwkHkgAXxw,52.9431,12.39875,0,BB,Ostprignitz-Ruppin,45,10274,27575.9371176,6489.38269717
ChIJQSjG0Mofr0cR_O7pU9P3siY,52.7883964,11.754015,0,ST,Stendal,25,7231,31113.4452665,7122.59355515
ChIJvyCJAIjRqEcRntC8kpHivhk,52.60606,12.34121,0,BB,Havelland,31,10105,5917.19549159,4916.15171865
ChIJL8huqkbvrkcR14y828C_vZ4,52.99747,11.75939,0,BB,Prignitz,23,20171,40198.2960166,4865.13619258
ChIJ1SlFJlw7r0cRR9hPUtu6TIw,52.60489,11.8627,0,ST,Stendal,40,1053,10215.5905743,7367.49182682
ChIJb6KqxMMyqUcRU1WvHv-SVH8,52.9433648,12.3972629,0,BB,Ostprignitz-Ruppin,45,10274,27677.8050135,6469.04920219
ChIJE0psoh9OqEcRE-X5eFQ_TRA,52.5216762,13.4111956,1,BE,"Berlin, Stadt",53,9144,186.602025481,21.1019133174
ChIJj9lI4eBRqEcRbK57S-uwCJc,52.5241756,13.4030743,0,BE,"Berlin, Stadt",53,9144,159.038079998,618.13947543
ChIJgeJXMOFNqEcRcp_PUEphbhY,52.5438237,13.442495,0,BE,Kreisfreie Stadt Berlin,53,9144,632.142184654,470.360866174
ChIJ0yh0ktVTqEcRGKCdqI9YVXE,52.5500575,13.3531479,0,BE,Kreisfreie Stadt Berlin,53,9144,240.17904695,2395.93998997
ChIJ1QUbfuJRqEcRy3KCaeJRQxY,52.52881,13.4101199,0,BE,Kreisfreie Stadt Berlin,53,9144,38.3215958151,815.655707204
ChIJCaDzKzz5qEcRK0t_RhDkSh4,52.56091,13.09352,0,BB,Havelland,31,37468,2326.59229665,3079.81395428
ChIJtwekwf88qUcRPw69W11i2iw,52.91621,12.78912,1,BB,Ostprignitz-Ruppin,47,726,1390.13242492,7366.59727647
ChIJA4ejRDlMqEcR4l-wWZfjIuM,52.5485985,13.5044247,0,BE,Kreisfreie Stadt Berlin,58,16170,761.934216802,3250.9594588
ChIJT-7YWw9SqEcRFxewJSSSiA8,52.5534003,13.4140412,0,BE,Kreisfreie Stadt Berlin,53,9144,45.8007546165,1755.29045048
ChIJt1ru--WqqUcRZ2nDiV03jnE,52.6721093,13.280501,0,BB,Oberhavel,56,21893,1114.88069517,4444.95331149
ChIJ2aFC1SFSqEcR7AjfcAJEMJw,52.5480737,13.3904023,0,BE,Kreisfreie Stadt Berlin,53,9144,431.474817245,123.249024598
ChIJg2A-Gz8HqUcRJFJ7vnMujoA,52.754341,13.2388884,0,BB,Oberhavel,33,11498,8122.64831057,5149.19677124
ChIJKT5iW51UqEcRtE7Cprd-Oug,52.6079823,13.3254612,0,BE,Kreisfreie Stadt Berlin,53,9144,1661.00242378,2921.81288908
ChIJcwSxrVauqUcRtJ5uK7w9Zgw,52.7477,13.46401,0,BB,Barnim,72,34866,574.090326673,9388.09959384
ChIJkYXaef9RqEcRhVLiGgabWrA,52.5431734,13.4127261,0,BE,Kreisfreie Stadt Berlin,53,9144,249.555138732,1715.50368681
ChIJ1YmcEUhWqEcR5fXtSXPM_ZM,52.5333296,13.1977901,0,BE,Kreisfreie Stadt Berlin,31,37468,41.0789101024,449.633364482
ChIJMUpBsriyqUcRVphxCuJEVYY,52.6357021,13.4939168,0,BE,Kreisfreie Stadt Berlin,72,34866,3042.65125346,5570.03352348
ChIJdayMDQtRqEcR01J_AL2gAiQ,52.5271632,13.3290127,0,BE,Kreisfreie Stadt Berlin,53,9144,231.154766359,799.391055364
ChIJs1odP_KzqUcRHNJn2uDgwRo,52.67683,13.59651,0,BB,Barnim,72,34866,1870.21804616,11405.5392116
ChIJ6ZsYmMtTqEcRcLPbxJWxrvI,52.56562,13.36311,0,BE,Kreisfreie Stadt Berlin,53,9144,657.521639339,1378.44746379
ChIJYX750V1SqEcRmtcOr9-J42E,52.58065,13.40201,0,BE,Kreisfreie Stadt Berlin,53,9144,1049.00192814,1751.72408483
ChIJW66Gv5VUqEcRLvjKa3vwaVk,52.6181525,13.3053835,0,BE,Kreisfreie Stadt Berlin,53,9144,2238.57834122,1908.02044184
ChIJcaMefA9OqEcRRWgG9a-dsf4,52.5324772,13.4282846,0,BE,Kreisfreie Stadt Berlin,53,9144,34.2880102382,1122.4268963
ChIJuZTrwUZWqEcRRSKKLSyKmxU,52.5374399,13.20452,0,BE,Kreisfreie Stadt Berlin,31,37468,92.0909860309,883.347814737
ChIJyzd_u7IBqUcRcMkNqsbYEbw,52.68779,13.17723,0,BB,Oberhavel,33,11498,5819.45723188,7839.30129048
ChIJ3XctwAxTqEcRGpJkvT4gJPE,52.599553,13.354933,0,BE,Kreisfreie Stadt Berlin,53,9144,577.010497656,794.46767978
ChIJT-7YWw9SqEcR64amDJ8thPg,52.5494962,13.4163408,0,BE,Kreisfreie Stadt Berlin,53,9144,394.963928326,1838.91906691
ChIJl8I6I11UqEcRKVyQPi47Y2g,52.5909024,13.2835993,0,BE,Kreisfreie Stadt Berlin,53,9144,266.877867222,4655.09008341
ChIJeysf7X1OqEcREg9YOgstgTg,52.5285975,13.4714478,0,BE,Kreisfreie Stadt Berlin,58,16170,659.432798547,1521.40337383
ChIJFZ_O0GtSqEcRuSu7BgWuLZ8,52.5705795,13.4052823,0,BE,Kreisfreie Stadt Berlin,53,9144,779.022164099,1616.22305999
ChIJYdwW2VbHqUcRQK5duWJeBMI,52.8344414,13.8209432,0,BB,Barnim,75,945,8194.54237079,10867.9312984
ChIJryyzfWNOqEcR-1734MaiIrc,52.5235159,13.4624825,0,BE,Kreisfreie Stadt Berlin,53,9144,658.576416123,1137.31940023
ChIJB574NlfHqUcRpd76mFrEQLk,52.8334103,13.8201595,0,BB,Barnim,75,945,8320.1601686,10993.455907
ChIJqf0o1L9SqEcR4JNu_lmHrp8,52.6078199,13.42937,0,BE,Kreisfreie Stadt Berlin,53,9144,1075.43421882,4323.77814675
ChIJIbj6kyFSqEcRpBzr5H_jaWA,52.5497933,13.3877976,1,BE,Kreisfreie Stadt Berlin,53,9144,239.54317402,136.785003227
ChIJreTyb649qUcRLtyl7Sbd9KY,52.9242599,12.80457,0,BB,Ostprignitz-Ruppin,47,726,462.663555461,8652.85203563
ChIJ_RCb9L1RqEcR8Ei_Hl8QL7U,52.5250914,13.3693008,1,BE,Kreisfreie Stadt Berlin,53,9144,107.159926754,58.2231211417
ChIJqQq_Ut1NqEcRy2Em1nH5CKY,52.54928,13.45501,0,BE,Kreisfreie Stadt Berlin,53,9144,264.9352235,1481.40353052
ChIJ1554FgtWqEcRCR2_JqIohms,52.5618,13.20822,0,BE,"Berlin, Stadt",31,37468,1204.09026647,1401.43168395
ChIJ80lkAydMqEcR_2MjE0CwDqE,52.5353684,13.4959744,0,BE,Kreisfreie Stadt Berlin,58,16170,430.329310739,2714.03302512
ChIJLeYapFpMqEcRBtB3sqNUqx4,52.5646817,13.5061457,0,BE,Kreisfreie Stadt Berlin,58,16170,666.204380049,4680.63166862
ChIJ1bD0RaL4qEcRJv80NagzHEA,52.5512299,13.16416,0,BE,"Berlin, Stadt",31,37468,1359.40155275,2492.36665436
ChIJEwdeEEtWqEcRWQ4-H9WfgmI,52.5252,13.19765,0,BE,"Berlin, Stadt",31,37468,881.975761099,1184.37252361
ChIJo8-oNKT5qEcRniiupqBX9-0,52.5300415,13.083605,0,BB,Havelland,35,7439,2066.78875298,2258.44734788
ChIJqQq_Ut1NqEcRTFMrDZNItS4,52.54838,13.45227,0,BE,Kreisfreie Stadt Berlin,53,9144,197.476879822,1279.06178678
ChIJYzHEijRKqEcRPq7GEmIBhbc,52.5376109,13.6050607,0,BE,Kreisfreie Stadt Berlin,58,16170,115.631978907,4781.52631318
ChIJt5I_l4b4qEcRpEZkudZZzxA,52.53279,13.1552438,0,BE,Kreisfreie Stadt Berlin,31,37468,1105.10085216,2499.40638497
ChIJuwW8JwtSqEcRnvI21IWm0J8,52.5613029,13.4227239,0,BE,Kreisfreie Stadt Berlin,53,9144,177.099660224,2600.84169292
ChIJNW5kkFVJqEcR31qXTEh7doo,52.52707,13.53937,0,BE,Kreisfreie Stadt Berlin,58,16170,623.310782313,187.047064841
ChIJbbXrk4XjqEcR_m0efELUc2Q,52.60948,12.87998,0,BB,Havelland,37,16600,12386.380777,5808.75299389
ChIJs8HI2_tNqEcRDuQaOqeLz28,52.5477796,13.4279471,0,BE,Kreisfreie Stadt Berlin,53,9144,9.40930508434,1135.39715258
ChIJSSkWDGdMqEcRB49JxN3TmBM,52.56505,13.52405,0,BE,Kreisfreie Stadt Berlin,58,16170,1720.39172288,4327.6235803
ChIJBe0rOtRXqEcRyunJrtWS-Ao,52.52226,13.16338,0,BE,"Berlin, Stadt",31,37468,2322.16655594,2415.34777153
ChIJgcFYBfZLqEcRsyYNIhk24NE,52.5443661,13.5446869,0,BE,Kreisfreie Stadt Berlin,58,16170,2106.70496157,2017.89593047
ChIJqzw94TRKqEcRSlwqAOWAElI,52.5388067,13.6039604,0,BE,Kreisfreie Stadt Berlin,58,16170,118.656367889,4744.79483082
ChIJ2fSIBHn7qEcRZwf9BuggOcM,52.581366,12.9993269,0,BB,Havelland,35,7439,4735.61316717,5816.68991322
ChIJY6_0aRVKqEcRz8N6WTE7cGE,52.5356904,13.6321472,0,BB,Märkisch-Oderland,58,16170,922.559288482,6537.09561561
ChIJBcAWFceyqUcRfqmSkjr-CPc,52.6343821,13.4961269,0,BE,Kreisfreie Stadt Berlin,72,34866,2947.9884689,5777.7884795
ChIJN1N2OSzNqUcRmkZECVE76Ek,52.57869,13.88183,0,BB,Märkisch-Oderland,67,26649,17681.8406376,6053.68042536
ChIJ_3V8zt0yqEcRX3aTg3y0mSU,52.5569599,13.8686,0,BB,Märkisch-Oderland,67,26649,15222.3688961,3549.53682401
ChIJj8Qp4a09qUcR-cKXluKE1mc,52.92508,12.80344,0,BB,Ostprignitz-Ruppin,47,726,580.729506733,8618.26246923
ChIJ1bNI7VfHqUcRACXqelRhNiQ,52.8336814,13.815822,0,BB,Barnim,75,945,8444.54186025,11118.814849
ChIJj2HTU87EqUcRzbFMI5bR4eg,52.78746,14.0306,0,BB,Märkisch-Oderland,14,13075,15830.121135,16891.7563809
ChIJ76QkVm54B0cRwW7-l-uzOMk,52.52872,14.36548,0,BB,Märkisch-Oderland,12,1200,11342.819261,4818.59075618
ChIJZazOgHwduEcRDcwDKqd5p6M,52.49733,6.89089,0,NI,Grafschaft Bentheim,49,15508,41170.2269599,10992.9021359
ChIJfSu0fthuuEcRvlRjD4oxeQA,52.03672,6.82472,0,NW,Borken,41,22412,10725.1674824,9967.29589217
ChIJD3QCVrEsuEcRCkFKyUZ_dUE,52.3651416,7.4702784,0,NI,Emsland,39,2700,9345.40187468,10113.8637562
ChIJeaaBPboyuEcRFM1qJQS5gSI,52.2831356,7.4395672,0,NW,Steinfurt,41,76491,7012.95416791,5488.59191546
ChIJwVhhO7gyuEcRJtJKZ4i6u9Q,52.27809,7.43871,0,NW,Steinfurt,41,76491,6588.49050002,5533.86030536
ChIJf53qiTLFuUcRPdZ99SdQoQQ,52.2772099,7.7164,0,NW,Steinfurt,78,50577,1308.83491703,3238.46590344
ChIJZcmgVHbbuUcRooTGFYzbKRI,52.31614,7.78073,0,NW,Steinfurt,78,50577,5199.64648281,8032.47017212
ChIJ9x1_Fx_Ml0cRbqyhMP-CdXw,52.2741,8.04773,0,NI,"Osnabrück, Stadt",117,32580,562.47675353,927.657495774
ChIJC4BYVDOGt0cRbr_62gDoz9A,52.5199953,7.318288,1,NI,Emsland,25,51310,15841.71744,19912.2090382
ChIJXX2FXoPvuUcRNZEGuV8cXWM,52.2471204,8.0635796,0,NI,"Osnabrück, Stadt",117,32580,2842.35765251,2892.81483535
ChIJwe9ITfR8t0cR0awvo2J1mmE,52.51396,7.689462,0,NI,Osnabrück,70,9946,10261.7458951,26699.0407483
ChIJYzlNVE4luEcRwWY0DwgnciA,52.3189733,7.2258761,0,NI,Grafschaft Bentheim,34,11465,13040.2470424,4329.90331518
ChIJkR3UeUjguUcRAq_qvJgIk-M,52.41036,7.97956,1,NI,Osnabrück,62,31394,261.230769492,13542.832871
ChIJxzy9tkA-uEcR4KBlLi5hajk,52.21158,7.02372,0,NW,Borken,42,46161,11893.6014681,3796.92954064
ChIJjWtfAbwzuEcRvg6hha7PqxI,52.2431033,7.3684389,0,NW,Steinfurt,41,76491,485.683521565,4460.62849299
ChIJpy_6eHPluUcR0WGQIUCNk2I,52.27506,8.07427,0,NI,"Osnabrück, Stadt",117,32580,1097.254057,912.139586411
ChIJpfyMOI23uUcRNbA6QQThK_o,52.09354,7.61237,0,NW,Steinfurt,45,35080,10079.6111702,5889.4194592
ChIJOWiDIB_CuUcRChoZruZ2nZw,52.18981,7.84969,0,NW,Steinfurt,81,22697,7979.45616599,10377.1857627
ChIJ1a3Z89nLuUcRc0zkxwC8vw0,52.1754559,7.5303,0,NW,Steinfurt,44,35582,10719.8925453,9372.22861263
ChIJ0UPRKZM1uEcRXnwNYlARq1M,52.14429,7.3362,1,NW,Steinfurt,104,6822,8581.83371683,5932.23922473
ChIJx89SIMA5uEcRwR7oiPTvPa8,52.20668,7.1878,0,NW,Steinfurt,61,19441,12265.1619248,6726.7403616
ChIJeUJg18UhuEcRbATVrjILios,52.435514,7.072476,0,NI,Grafschaft Bentheim,49,15508,29591.7854754,3104.82605795
ChIJlUQuXTXpuUcRCBsJxfmBqKE,52.1975611,7.9852916,0,NI,Osnabrück,109,14187,6569.91174378,3903.65655918
ChIJfxhsa_QhuEcR1vU4G0vb2nI,52.41062,7.06777,0,NI,Grafschaft Bentheim,49,15508,27845.8793773,3741.4178881
ChIJf5dRIsyJt0cR39GCDjTmBdo,52.49692,7.22837,0,NI,Grafschaft Bentheim,25,51310,21501.2355882,14207.3768802
ChIJMyiotJLouUcRTF7Wo-A9CkA,52.24233,7.96014,0,NI,Osnabrück,109,14187,4152.50416638,5745.20399797
ChIJnxmK2kjuuUcRgE8WJWzfoRc,52.2051,8.06792,1,NI,Osnabrück,117,32580,5060.11445053,2685.84121798
ChIJEwmnAg60uUcRsIp6MIP21qU,52.0498899,7.4824799,0,NW,Steinfurt,45,35080,9404.97860608,6354.54829172
ChIJzSRIFcQhuEcRqybpZUuEoJc,52.4340903,7.0704765,0,NI,Grafschaft Bentheim,49,15508,29567.3681814,3078.03655674
ChIJ17Xe57XtuUcRIhmlKsSpfik,52.1504,8.036058,0,NI,Osnabrück,119,11554,1917.15949478,7373.31135782
ChIJyfOa0YaMuUcRZq7a3vshwjs,52.03962,8.157489,0,NW,Gütersloh,70,20996,13132.3077778,9057.61433757
ChIJaZiP3GISukcRsNamJS-vGoQ,52.1977917,8.7155576,0,NW,Herford,68,39521,5504.59861409,13560.9946219
ChIJEzm2RMsIukcRYqeUQ-6X3Ig,52.30387,8.61666,0,NW,Minden-Lübbecke,76,26310,12088.8538948,13410.0277984
ChIJLRzuCrp2ukcRy6X-41hP7Hk,52.2897133,8.9375696,0,NW,Minden-Lübbecke,61,36364,1713.47601482,5267.11323509
ChIJbwmhSLxyukcRsZ7gDTygXQ4,52.21747,8.805,0,NW,Minden-Lübbecke,58,49513,957.19124446,8374.55522266
ChIJAbecrxgEukcRDMTuaWIKICU,52.3055,8.49687,0,NW,Minden-Lübbecke,61,13447,17358.1820433,11811.5643119
ChIJ0yMrGqh2ukcRBzJtOuTk5b0,52.29019,8.91928,0,NW,Minden-Lübbecke,61,36364,700.038430076,5188.075546
ChIJEyIh0ICosEcRnXtXbY--foE,52.4337822,8.6165109,0,NW,Minden-Lübbecke,48,16140,19315.3925661,24899.9131596
ChIJ5wyHglhtukcRkc2faZeemvw,52.2040896,8.7956987,0,NW,Minden-Lübbecke,58,49513,215.761540071,9558.32019971
ChIJ2UKIqzgQukcRE6_lTUo4x20,52.19859,8.58498,0,NW,Herford,74,45403,11094.8373959,4659.49907146
ChIJ6V-MGEV0ukcR5ilxoYKFuZI,52.3130049,8.885158,0,NW,Minden-Lübbecke,61,36364,3674.45977529,8087.29959925
ChIJ6bhoLmwUukcRuBm2BI7q3_Y,52.11398,8.67062,0,NW,Herford,82,54899,198.424252998,13315.5381399
ChIJa8svpV-YsEcRS_3vB_Zb5HY,52.4983099,8.90258,0,NI,Nienburg (Weser),43,4892,11601.9877184,17045.0894589
ChIJyYTo4e6dsEcR5gLNecAH92E,52.37728,8.96521,1,NW,Minden-Lübbecke,46,27090,10853.572344,15184.2938888
ChIJz4r9Pd5zukcRZYVLNJVlmfc,52.259245,8.903281,0,NW,Minden-Lübbecke,61,36364,2326.97242879,2096.08769335
ChIJxT1lPRh6ukcR882_6qCfZtg,52.26062,9.0494,1,NI,Schaumburg,68,20700,7182.45884318,8991.97214229
ChIJ6WWj6usRukcRZ36Hjbb7QNI,52.1975992,8.6403849,0,NW,Herford,68,39521,9477.77026863,8438.26553108
ChIJv5wYPq34uUcRURuFFk0wZ3U,52.32102,8.349439,0,NI,Osnabrück,48,2193,14217.0551505,17629.5755494
ChIJccOaDsptukcR3zHgv88cOlE,52.1622251,8.8504772,0,NW,Herford,68,20214,1701.84147349,6119.76155393
ChIJtU2Zovr-uUcRaIvakjM9rf8,52.3589871,8.3036991,0,NI,Osnabrück,48,2193,18294.3130306,19052.768499
ChIJtxmujzZ7ukcRgVDM3YNoWf0,52.1886,9.08037,0,NI,Schaumburg,60,27843,1246.93632606,6134.82564675
ChIJGaICfdxqukcROngp4bpCkQM,52.07087,8.75679,0,NW,Lippe,82,54899,1408.48032628,15984.2625582
ChIJ4-YJ-StrukcRSPvsZTWkcqU,52.08468,8.74546,0,NW,Lippe,82,54899,111.77701572,15777.545436
ChIJU3oMMOtUt0cRKBYrLXi6S9E,52.4702328,8.3740674,0,NI,Diepholz,43,2936,5827.20157613,19642.0535846
ChIJFdXPG3sdukcR5aSbXu-YMQY,52.20379,8.33566,0,NI,Osnabrück,82,46514,1606.52769698,12346.3664949
ChIJHc4-ygx_ukcR7kXXSGQJkpU,52.32259,9.20536,0,NI,Schaumburg,121,10120,11321.9334607,11999.4546412
ChIJt3IVTGeEsEcRCIJ3_i_SCJk,52.45489,9.15216,0,NI,Nienburg (Weser),38,10894,19785.6338237,19606.5772992
ChIJ4ZiTvNQZukcR-JeczzbCFMA,52.0977,8.51287,0,NW,"Bielefeld, Stadt",90,15625,7779.54895773,7747.57976766
ChIJH0J0xhgEukcRewfMAyoKQRY,52.3056331,8.4958269,0,NW,Minden-Lübbecke,61,13447,17318.7549505,11834.5788187
ChIJ1zQvr6BQt0cRk2x0jH6lVyQ,52.52132,8.19622,0,NI,Vechta,66,16024,11863.1757667,7093.87447845
ChIJY8h2e-KHukcRX93Xxe2_tF4,52.1702519,9.2391533,0,NI,Hameln-Pyrmont,68,20129,11015.4973355,5322.48570598
ChIJhawjYeE9ukcR-AkNv4hECgA,52.0312399,8.60483,0,NW,"Bielefeld, Stadt",229,17403,3039.78199655,4909.88649331
ChIJiyLUuhJhukcRG70qhg7jiRY,52.07186,9.11619,0,NW,Lippe,196,9513,4327.81474795,13920.6167245
ChIJOZ8f65N0sEcRsOWg2Jnzs_8,52.371705,9.7130012,0,NI,Region Hannover,57,18470,732.311052428,1973.14303298
ChIJKRi3JOcLsEcR3BTl8oJc51U,52.35655,9.85306,0,NI,Region Hannover,71,40038,1508.83487219,5680.39538484
ChIJx3gPHGAKsEcRDTHhxR2wCV4,52.3177839,9.7905181,0,NI,Region Hannover,71,40038,226.78472092,4556.20146466
ChIJsQvB3quvukcRu4iZ3PXmRiI,52.1555,9.9523,0,NI,Hildesheim,96,1089,299.04397502,10377.8843668
ChIJ_9dXqREMsEcRYyySer09fgc,52.39047,9.85449,0,NI,Region Hannover,83,22601,439.767701777,6790.82566754
ChIJU7ipOroMsEcRfB-Omy_o1s0,52.39929,9.77716,0,NI,Region Hannover,83,22601,450.361528292,3519.80334285
ChIJKXv27TMLsEcROWsuqgHn_vk,52.35848,9.75142,0,NI,Region Hannover,57,18470,720.881118693,1146.98612493
ChIJ2c3R0q90sEcRMje8m3uwNXc,52.3780972,9.741334,1,NI,Region Hannover,57,18470,61.197241583,169.850652219
ChIJLfuMrbR0sEcRAXQ3JngBUcc,52.3693685,9.7493843,0,NI,Region Hannover,57,18470,377.388583662,979.288325524
ChIJPzswmV5zsEcRTahO_mqTJGw,52.3923859,9.7345602,0,NI,Region Hannover,57,18470,360.197944981,1812.39722693
ChIJY-450rF0sEcRWgB7j37prH4,52.3754023,9.740949,1,NI,Region Hannover,57,18470,39.446691408,131.170562698
ChIJS1A4icwLsEcRnVNBeX5ZKRI,52.3384941,9.834491,0,NI,Region Hannover,71,40038,393.967664061,4860.27809725
ChIJCx_iuZ90sEcR-JCEhm3NGwQ,52.3867079,9.7239944,0,NI,Region Hannover,57,18470,406.536299381,1615.49179923
ChIJP9Bqk4cMsEcRBGpo4ASQgFE,52.38994,9.81402,0,NI,Region Hannover,71,40038,550.372499395,4373.71001659
ChIJj7e2qGULsEcRV1g2BDbf7-c,52.37402,9.79075,0,NI,Region Hannover,71,40038,585.783058181,2093.31090954
ChIJ84d07pULsEcRGjGgPOw00Pk,52.35898,9.82706,0,NI,Region Hannover,71,40038,525.607598961,3922.49336817
ChIJIQWLmLB0sEcRCG5OG716vmM,52.3725691,9.7368993,0,NI,Region Hannover,57,18470,82.5451702998,527.691128078
ChIJl55lyUJzsEcRgFQUS4ikiE8,52.3986434,9.7329706,0,NI,Region Hannover,50,32899,350.958968085,2514.57027558
ChIJ5Z5q56cKsEcRU4tk-HoYUjg,52.30227,9.7408699,0,NI,Region Hannover,57,18470,2230.39490511,6005.35068167
ChIJ2c3R0q90sEcRZVzQ_J5c-E8,52.3746,9.73875,1,NI,Region Hannover,57,18470,133.873665969,269.982694286
ChIJWxQqHOwMsEcRyIFiPBTGgxE,52.40813,9.80176,0,NI,Region Hannover,83,22601,105.088957253,5370.81560897
ChIJ6wx-eLINsEcRhAlrOpFPrs0,52.42456,9.84221,0,NI,Region Hannover,83,22601,843.657146769,8445.61144786
ChIJm04ygFkSsEcRu0IY9GJq6pc,52.49279,9.85867,0,NI,Region Hannover,83,22601,7170.6187214,12117.1304052
ChIJJy4BExkQsEcRs8gqKAIwn3g,52.45892,9.99065,0,NI,Region Hannover,55,30218,3548.07427316,7746.97775017
ChIJ9X-DmlAPsEcRt6qKKQx5b50,52.3762094,9.9785228,0,NI,Region Hannover,55,30218,250.146703179,7320.09277037
ChIJDcDZaDdzsEcRKtjlyuUxqgs,52.4113398,9.7516898,0,NI,Region Hannover,83,22601,1046.7894813,3933.06951448
ChIJ5WQpjOAKsEcRh44wxoEwSq4,52.33832,9.769,0,NI,Region Hannover,71,40038,730.065488882,2041.22072339
ChIJbSaTav8PsEcRWzet74zfUJk,52.44666,10.0082799,1,NI,Region Hannover,55,30218,2298.84804908,7957.87516693
ChIJ3eLCVOEKsEcR_LKmqpRZPFE,52.3357351,9.7733136,0,NI,Region Hannover,71,40038,900.400696079,2343.33843365
ChIJlahl_r90sEcRGZ64vnY2vSE,52.36744,9.71987,0,NI,Region Hannover,57,18470,676.91823027,1514.26683445
ChIJE-t-1q90sEcRDxcfYoEcXRk,52.3788097,9.7451831,1,NI,Region Hannover,57,18470,21.8809867697,374.510909102
ChIJUycGTDULsEcRkc7d3fe9RCk,52.3693847,9.7493171,0,NI,Region Hannover,57,18470,377.596086384,977.569087709
ChIJC64QLW0KsEcRsM2iqLnxCVA,52.3081843,9.8123085,0,NI,Region Hannover,71,40038,288.808076426,6129.66235132
ChIJEVPH-gR1sEcR5YGmR41HaHo,52.34045,9.69304,0,NI,Region Hannover,69,23416,1042.27392223,2165.1937262
ChIJkxt8YOZysEcRd5GW47mDM6Y,52.4404548,9.7388429,0,NI,Region Hannover,83,22601,185.318537934,7106.13293928
ChIJk-bZQ_NzsEcRuBLDe_X1QG8,52.39925,9.67149,0,NI,Region Hannover,50,32899,931.705485391,5352.99171102
ChIJTex38Kl0sEcRnyk68JbSF3o,52.386002,9.7476023,0,NI,Region Hannover,57,18470,439.710478318,1138.48359175
ChIJ8UhYfCR1sEcRaG7V85s3Cps,52.33817,9.71731,0,NI,Region Hannover,57,18470,1750.83403731,1769.0948292
ChIJAZXTwO6mukcRQKkh2ZTQm0k,52.2337686,9.8542455,0,NI,Hildesheim,65,18718,359.215939395,5083.96445177
ChIJybtAx9kHsEcRpKEspqb_vrw,52.312997,9.966019,0,NI,Region Hannover,71,40038,361.124580089,11835.9245109
ChIJ_dm-GA10sEcRprvvxnnQMAI,52.38462,9.66625,0,NI,Region Hannover,50,32899,1419.55396931,4785.68904283
ChIJdffOwgVxsEcRIMTBezuaAIU,52.4346055,9.6112037,0,NI,Region Hannover,50,63355,2131.60671388,10921.7034399
ChIJkU15IlVxsEcRgyjrR3EXFN4,52.3966971,9.6403576,0,NI,Region Hannover,50,32899,2002.5392568,6983.57911353
ChIJUbwB-611sEcR8F6TIkGwbdo,52.344084,9.668804,0,NI,Region Hannover,69,23416,872.425714888,3382.5281955
ChIJKcr0HXltsEcR6ESbGuRLtpo,52.4797091,9.7344386,0,NI,Region Hannover,83,22601,1533.90408127,11479.4240973
ChIJ0wb0b-ZysEcRlgPKE-ubU0s,52.4390678,9.7387546,0,NI,Region Hannover,83,22601,268.235230186,6952.02883931
ChIJ1w9KBE50sEcRx7k6T8rf1t4,52.3554911,9.6713457,0,NI,Region Hannover,69,23416,246.501373423,3026.90958437
ChIJocI3BPigukcRUcuU_soTK-I,52.2641599,9.77053,0,NI,Region Hannover,67,13883,4398.40376391,8247.26059127
ChIJf79eiIhzsEcRMAp1rV0Btgw,52.3943237,9.6849351,0,NI,Region Hannover,50,32899,168.178325099,4290.31915697
ChIJ7_t8QbtzsEcRKziPoeFPoHg,52.4187646,9.6930414,0,NI,Region Hannover,50,32899,145.919352196,5712.38015726
ChIJu57dwcqdukcRYSVuKY85zrs,52.273018,9.5735195,0,NI,Region Hannover,91,14137,3665.10246302,12601.7025455
