placeid,DayOfWeek,OpenTime,CloseTime,OpenDuration
ChIJf79eiIhzsEcRMAp1rV0Btgw,2,8.0,20.0,12.0
ChIJ7_t8QbtzsEcRKziPoeFPoHg,2,8.0,20.0,12.0
ChIJu57dwcqdukcRYSVuKY85zrs,2,8.5,18.5,10.0
ChIJ9WQ2tQJ2sEcRydUJWYo4fvE,2,8.5,19.0,10.5
ChIJ_xxCQeBwsEcRpqTQ3MnTJNw,2,9.0,19.0,10.0
ChIJT3HmC6mvukcRtVl1lf2qlk4,2,8.0,20.0,12.0
ChIJvwr8bgWqukcRMPGeDHFqLyc,2,8.0,20.0,12.0
ChIJMUTSSQOvukcRXFsDLS3qz3I,2,8.5,20.0,11.5
ChIJ2bBGXNR2sEcREaWC9qiyEvs,2,8.5,19.0,10.5
ChIJf4wodkD-r0cRrr_QNu1-ySE,2,8.5,19.0,10.5
ChIJYzvmIB12sEcRFGbb4v3Ok70,2,9.0,20.0,11.0
ChIJ_____2-vukcRjngcppsonVo,2,8.0,20.0,12.0
ChIJG6ml3hodsEcRVK4vXitzkdk,2,8.5,18.5,10.0
ChIJf-7tPt17sEcRDgM2Wbgsgss,2,9.0,19.5,10.5
ChIJGf6qDuqbukcRVOnP6PiMymo,2,8.5,18.5,10.0
ChIJ4-hHhZ2kukcRphHGDCfUanY,2,8.5,19.0,10.5
ChIJAwRoAfd7sEcRqpwZGW-ycCY,2,9.0,19.0,10.0
ChIJ7W8GKuuCukcRCyKY5LtOtb4,2,8.5,19.0,10.5
ChIJrcRJ36uvukcRhPoAMbVmQGc,2,8.0,20.0,12.0
ChIJY5LHJK9ksEcR8AvCUdEK3Do,2,8.0,18.5,10.5
ChIJAz0vxlB_sEcRmAuC_zR68ug,2,8.5,19.0,10.5
ChIJEc6zQs-zukcRyFKRUY60uds,2,9.0,20.0,11.0
ChIJpRL4AMZQpUcRGMsO7VJE2y0,2,8.0,21.0,13.0
ChIJu0BrbSqbukcRZwlPyqzdjgY,2,8.0,20.0,12.0
ChIJ8yMziIjjr0cR8mKmXxuSRaE,2,8.0,20.0,12.0
ChIJZUqfi6V9sEcR8Z97gsIVRrg,2,9.0,19.0,10.0
ChIJ21juCB5XpUcRZ-e9UAM464I,2,8.0,20.0,12.0
ChIJX8mxUvCOukcRA5i6loggQrQ,2,8.0,20.0,12.0
ChIJb_LbrB9RpUcRL6AzkPfRlj8,2,8.5,20.0,11.5
ChIJkbbtwliOukcRKEg2wBoi48s,2,8.0,20.0,12.0
ChIJ86uP3RhFpUcRwVRCjpGt5mk,2,8.0,20.0,12.0
ChIJO0_iZxdFpUcRWcRFfMYyxEw,2,9.0,20.0,11.0
ChIJG0fj3_COukcR7wnjkO0fh94,2,8.5,20.0,11.5
ChIJ_w6tVJQLsEcRZMLPl_i60R8,2,8.5,20.0,11.5
ChIJ2c3R0q90sEcRQAU0qTCJMZY,2,8.5,20.0,11.5
ChIJCx_iuZ90sEcRsxa0IemDChI,2,8.5,20.0,11.5
ChIJYbHfCI50sEcRD1GxhVGsQy4,2,8.5,20.0,11.5
ChIJV8ozs7x1sEcRVa0Jz3JjBx0,2,8.5,20.0,11.5
ChIJi1WW-wavukcR4Ga7se3CbBE,2,8.5,20.0,11.5
ChIJOxOHGmeRr0cRS2xD7Q_Ec8A,2,8.5,18.5,10.0
ChIJCftnc49epUcRaxL-ILLMSaI,2,9.0,20.0,11.0
ChIJSTpTSNj1r0cR2ZqXBrCKLGc,2,9.0,20.0,11.0
ChIJjx7IR0uSr0cRmxZ4dxXWDYY,2,8.0,20.0,12.0
ChIJD2l2an2Sr0cRltN7oUaYDiA,2,8.5,19.0,10.5
ChIJJUxbIX-Qr0cR9VQ-mJDZk5Q,2,8.0,20.0,12.0
ChIJGx2GrJSRr0cRtOA10aMZdOw,2,8.5,20.0,11.5
ChIJDRERQt6Ar0cRrKwDjUZ3Vcg,2,8.5,19.0,10.5
ChIJfzNLbP-Ir0cRFswUYMqNJNU,2,8.5,19.0,10.5
ChIJMYYp1M-Sr0cRdro-dZl0aZw,2,9.0,19.0,10.0
ChIJW4A5_EqSr0cROgq3kDbUmJc,2,9.0,20.0,11.0
ChIJVQef2nb2r0cR1F6A_yItu8E,2,8.5,20.0,11.5
ChIJSTpTSNj1r0cRDTznEs8yj8U,2,8.5,20.0,11.5
ChIJKwotfpJ-pUcRBi2agttGmho,2,8.5,19.0,10.5
ChIJb-JhM7n2r0cRyuAbGkqPZik,2,8.5,20.0,11.5
ChIJVf_-gQ9lr0cRSpyzs324dL4,2,8.0,19.0,11.0
ChIJmSkf0Svvr0cR8c0BuDhKOp8,2,8.0,19.0,11.0
ChIJR-inKej1r0cRkSiwauVt6JA,2,6.5,21.0,14.5
ChIJlT8jMV9fpUcRA0gPNLjxnQU,2,8.5,19.0,10.5
ChIJ-yND-HVjpUcRefj0tLGJCNM,2,8.5,20.0,11.5
ChIJ1eTWuzr2r0cRq0a7__HBD70,2,8.0,20.0,12.0
ChIJm5mzVib0r0cRjCigJ2e6QFM,2,8.5,19.0,10.5
ChIJ_81meoxepUcRDlafdCcdH9Y,2,9.0,19.0,10.0
ChIJy-id6FJgr0cRs1rMuUp5hvo,2,8.0,20.0,12.0
ChIJmSP2cx1ZpUcRaisQRL3TM-4,2,9.0,20.0,11.0
ChIJpchAL69hr0cRhSrMfOTF740,2,8.5,20.0,11.5
ChIJf9gNeY1-pUcRLLpq_o5-LPU,2,8.5,20.0,11.5
ChIJ09YQHplfr0cRmUuq7O1_Zes,2,8.0,20.0,12.0
ChIJkdme3ob1pUcRQce3E8Hj7L0,2,8.0,20.0,12.0
ChIJmXlPlEn0pUcRtGXvnwTPUrE,2,8.0,20.0,12.0
ChIJ9xrMX0K1qEcROa9thaA5EqQ,2,8.5,18.5,10.0
ChIJR4YVXFfAqEcRpFkgYnkVJGs,2,8.5,20.0,11.5
ChIJEy_9q1dfr0cRFFOWQG0WjV0,2,8.5,20.0,11.5
ChIJQ1zZoGpHr0cRm3Jb7mvVyag,2,8.5,18.0,9.5
ChIJHYp-4xhQr0cRCpw5Ju0CYA8,2,8.5,20.0,11.5
ChIJ75IsdyXBqEcR_XapQ0IQHtM,2,8.5,20.0,11.5
ChIJ_UZ7ca9dr0cR6T-k_hh52wg,2,8.5,18.5,10.0
ChIJu57pDWuZqEcRFdRYYw3uF1k,2,8.0,19.0,11.0
ChIJIS-15PD1pUcRehO8dYmW9cw,2,9.0,19.0,10.0
ChIJ73kFbVrAqEcR3ltf2c9E3u0,2,8.5,20.0,11.5
ChIJrw7WzGZfr0cRZti9rWrK6-0,2,8.0,18.5,10.5
ChIJfTq88fb4pUcRW6jcoeOLV6k,2,9.0,19.0,10.0
ChIJtfINQ5b1pUcRhBJAlp7k9mQ,2,8.0,20.0,12.0
ChIJ3QR5Lx1fr0cR7f4e90E-Aro,2,8.0,19.0,11.0
ChIJ7eTyIglfr0cRq8h-BDrwV_k,2,8.5,20.0,11.5
ChIJ7_nhicz1pUcRuEll_DkLiYU,2,8.5,19.0,10.5
ChIJgSrU5PD1pUcRIVJS-DAz5CU,2,8.0,19.0,11.0
ChIJTyzoxQP2pUcRlgkT1y0mIQ4,2,8.0,20.0,12.0
ChIJqV1d_Vhfr0cRwfWJ20LPG7s,2,8.0,20.0,12.0
ChIJIS-15PD1pUcRt9HEDmUxrww,2,8.5,20.0,11.5
ChIJv05iFDNOqEcRsags7QSPFqE,2,9.0,21.5,12.5
ChIJtY_YFNdRqEcRQ-Cme3YtUNw,2,9.0,20.0,11.0
ChIJhW14YiBRqEcRnlWvhHWv5LM,2,9.0,20.0,11.0
ChIJiXy4PStQqEcRMWUiuriPIB4,2,9.0,20.0,11.0
ChIJI7JIaVRQqEcRYGH8_Oek78o,2,8.5,21.5,13.0
ChIJo6YUnehQqEcRb3hxNAfNZ60,2,9.0,20.0,11.0
ChIJmwmSRYtQqEcRkA1Q645Wrv0,2,8.0,20.0,12.0
ChIJfXlJ5tr1qEcRYdGkTxzAV-U,2,8.0,20.0,12.0
ChIJtWuoJYRaqEcRCJHsjBIFPr4,2,9.0,20.5,11.5
ChIJgbQDUFxaqEcR24UkxXlA5Wg,2,9.0,20.0,11.0
ChIJDWK4g8NQqEcRsj7lO4sHnFg,2,9.0,20.0,11.0
ChIJU_An5XhfqEcRr1uGzWnZ2A0,2,8.5,20.0,11.5
ChIJ69lP4RxbqEcRu8MsYsBaJcA,2,9.0,20.0,11.0
ChIJT8zJZXJGqEcRADoKdrGDruY,2,9.0,19.0,10.0
ChIJTX_6iutbqEcRUkF_ySliCPk,2,9.0,20.0,11.0
ChIJrXi9WFxOqEcRkNiORxipEU0,2,9.0,21.0,12.0
ChIJDwLc73VPqEcRWHp1i7EnIy0,2,9.0,21.0,12.0
ChIJMQGWkcZaqEcRYR0io46KLsA,2,9.0,20.0,11.0
ChIJo4eRl4taqEcRD8ltGampUlQ,2,9.0,19.0,10.0
ChIJi7dvS_9PqEcRw9z3JfssZlU,2,9.0,20.0,11.0
ChIJrc_93IxOqEcRYz9i6KhiDAE,2,9.5,21.0,11.5
ChIJxU-KmEVFqEcRsjP_epYzFuM,2,8.5,20.0,11.5
ChIJh1TYJrtPqEcRZ-K-0UEzTzs,2,10.0,21.0,11.0
ChIJMeVOn2FEqEcR9UfER-rCn1Y,2,8.5,20.0,11.5
ChIJjZtDvllZqEcRF-4W94t6MwU,2,8.5,20.0,11.5
ChIJsdWcboJaqEcRis0O88Ymzg4,2,9.0,20.5,11.5
ChIJ76VJcfpDqEcROyvShcVrGkE,2,9.0,20.0,11.0
ChIJt3MVskpQqEcRbu7s_z185SU,2,9.0,21.0,12.0
ChIJnRrjX0BQqEcRN1Djz2yjU0o,2,9.0,20.0,11.0
ChIJeb8FrvtQqEcRFOUhuMUTlgk,2,9.0,20.5,11.5
ChIJH1WT4oFPqEcRAdxuGK-zdhU,2,9.0,19.0,10.0
ChIJw7VTMypGqEcR4i30_9t7hkI,2,9.0,20.0,11.0
ChIJG-MsIdhPqEcR84fOu2G3mRg,2,9.0,21.0,12.0
ChIJX4XkXntdqEcRGZw646kzIDc,2,8.5,20.0,11.5
ChIJRfWwuCFOqEcRcU92LoQvGjU,2,10.0,20.0,10.0
ChIJT53pciFQqEcR82u8Aoe29_A,2,9.0,19.0,10.0
ChIJefMkPe9QqEcRu8kYrujMN1Y,2,9.0,19.0,10.0
ChIJaWXOdCxRqEcRdRQBxuDvMQE,2,9.0,19.0,10.0
ChIJv05iFDNOqEcR-kT-PW3Xpxw,2,9.0,21.0,12.0
ChIJJSGyMrxPqEcR2-DMjgOBoHk,2,9.0,20.0,11.0
ChIJQeRqlrFIqEcRQMbslGpEJZ8,2,9.5,20.0,10.5
ChIJVQZUOCJRqEcRXl3gYkdD7EY,2,9.0,20.0,11.0
ChIJMaZWKUBOqEcROmwP2aKTx8M,2,9.0,19.0,10.0
ChIJ65NmlKNPqEcR0NMQbmGOSGM,2,9.0,20.0,11.0
ChIJXd-Qivn1qEcRP2O2dMW1e7U,2,8.5,20.0,11.5
ChIJ7VapYkdOqEcReCPsIgQaLFw,2,8.0,22.0,14.0
ChIJcXJPCAFPqEcRc1vPC2Zgg7Y,2,9.5,20.0,10.5
ChIJc-_rrBJPqEcRZeKDnq2HA48,2,9.0,20.0,11.0
ChIJ96fLhepFqEcRvFXmGLbXjC0,2,9.0,20.0,11.0
ChIJWbmBDkhPqEcRnVpVyTj98dU,2,9.0,20.0,11.0
ChIJW_p6liFOqEcRLqrHq_yl2mA,2,10.0,21.0,11.0
ChIJAUNB14pOqEcRYCG9ZEvNnTY,2,9.0,20.0,11.0
ChIJzXOJmidXqEcRD1H8fGToPXU,2,9.0,19.0,10.0
ChIJ2-EQc-1QqEcRSbAxRjdstDA,2,8.0,20.0,12.0
ChIJ4Wa1YwxIqEcR5fVIhgYTU3M,2,9.0,20.0,11.0
ChIJJ-y9qMNQqEcRqZPZKoZFqD8,2,9.0,20.0,11.0
ChIJ8Z3gDNdIqEcROUrpwshA5-o,2,9.0,20.0,11.0
ChIJw_KFu1VQqEcRy6pZdioQMSM,2,8.5,21.5,13.0
ChIJjYM98uA3qEcRo3VX9G9QHQw,2,8.5,20.0,11.5
ChIJrdHCL95QqEcR9MGjgdkQF78,2,9.0,21.0,12.0
ChIJK_v7w29YqEcRqd6KzXFnp0k,2,9.0,19.0,10.0
ChIJ7ZPnWMBOqEcRLJEKQRwMvKg,2,7.0,20.0,13.0
ChIJx95fzc31qEcRJhA-pYB5OM4,2,8.5,20.0,11.5
ChIJ4Qs1CZVHqEcRkNxglZ6xIuA,2,9.0,20.0,11.0
ChIJVftccMlOqEcR5UFvhNJQtjU,2,9.0,19.0,10.0
ChIJ6SeR4tNRqEcRQoYGURQHugI,2,8.0,21.0,13.0
ChIJbRifv9pRqEcR86puO4gjFpU,2,7.0,21.0,14.0
ChIJUylShDJJqEcRgn79Y2GLkII,2,8.0,20.0,12.0
ChIJRxhwERs_qEcRlff3u3-xpUc,2,9.5,20.0,10.5
ChIJvy8smp5JqEcR1q9E_NoeuCE,2,9.0,20.0,11.0
ChIJy4gMPn5JqEcRXZo9H7354G4,2,8.0,20.0,12.0
ChIJx95fzc31qEcRMU3RD1DhSog,2,8.5,20.0,11.5
ChIJ0zl0YWvzqEcRpAMyje5A64g,2,9.0,20.0,11.0
ChIJFXGtjKMwqEcRVOOCDZWXsRE,2,8.0,19.0,11.0
ChIJS5tujeU2qEcRqLzqK_iIQDs,2,9.0,20.0,11.0
ChIJW9mhNIh6qEcRbRVL-eoISd4,2,8.5,20.0,11.5
ChIJuc94FGhIqEcROWNQ4KRe1pM,2,8.5,20.0,11.5
ChIJWYTOGnOYB0cRPWurJSeAvXo,2,9.0,20.0,11.0
ChIJFYYgzBqYB0cR1R-NOWQi5AQ,2,9.0,20.0,11.0
ChIJA92Fc1eYB0cR6FcD0EuG2dY,2,9.0,20.0,11.0
ChIJExGVjfQnqEcRjQ_Ys1ioS-8,2,9.0,19.0,10.0
ChIJPdkgl1LtB0cRyeLoeOU0sCQ,2,9.0,19.0,10.0
ChIJfY57TvAnqEcRkEeTs_QepoU,2,9.0,18.5,9.5
ChIJIzSLioh9uEcRJOaqZDccSIU,2,8.5,19.0,10.5
ChIJw_KWua9iuEcRAfLF-JA_bJI,2,9.0,19.0,10.0
ChIJaUSDoziduEcRKRFJabCTCCQ,2,9.0,19.0,10.0
ChIJeZzz1rCauEcRTOQVCFJozbg,2,9.0,19.0,10.0
ChIJKys3Mdhwx0cRpekvA4LnIcQ,2,8.0,19.0,11.0
ChIJLdLFt2Bvx0cRlQEwnJU0H2I,2,8.0,20.0,12.0
ChIJ1Z5sX2Bmx0cRtWunjqG8pfc,2,9.0,18.5,9.5
ChIJYSaJvOxcuEcRzEVZ58ijFsw,2,8.5,19.0,10.5
ChIJjR3RFRCUuEcRUzLhVCAvWl8,2,8.5,20.0,11.5
ChIJBf1qyC_yuEcRzQQpikmtjnw,2,8.0,20.0,12.0
ChIJk_w1_dXyuEcRGsra7x2b0Zc,2,8.5,19.0,10.5
ChIJpYxR5R3yuEcRsuNS45kz8vg,2,8.5,19.0,10.5
ChIJfbCMMdKZuEcR6e51qSJ7I0s,2,8.0,19.0,11.0
ChIJYz8msVjpuEcRPXF630FzJ74,2,8.5,19.0,10.5
ChIJM8R1hMa6uUcROFU282HLEeo,2,9.0,20.0,11.0
ChIJvZt-CBm7uUcRqSUwLuUAC_c,2,8.5,20.0,11.5
ChIJT-ndZACluUcRhxsFvg2Daqo,2,8.0,20.0,12.0
ChIJmZxIbV-luUcRrcV64oQQlcE,2,8.0,20.0,12.0
ChIJeeE8qRejuUcRXrSszJxweQU,2,9.0,20.0,11.0
ChIJ9dxcMwCwuEcR5FaSSwaNUzM,2,8.0,20.0,12.0
ChIJ8XxV1dFSuEcRBtKzschA840,2,8.5,20.0,11.5
ChIJcQTvE5KyuUcRxYKU2f4BGOg,2,9.0,19.0,10.0
ChIJP4VaQqK9uUcRKNxIBHnxXlg,2,9.0,18.5,9.5
ChIJVc5eVzwMuUcRdWHOIiH8e_c,2,8.0,20.0,12.0
ChIJadYV2yuYuUcRnRQsnCwMCAk,2,9.0,19.0,10.0
ChIJGXRN8X-QuUcRzFigmDhar5E,2,8.5,19.0,10.5
ChIJwVxzoJYNuUcRv3V5nxOznnM,2,8.5,19.0,10.5
ChIJcWyN-i90uUcRoAvspt6jJns,2,8.5,20.0,11.5
ChIJBS0ZkoaduUcRT-N8dq54pQM,2,8.0,20.0,12.0
ChIJkUoOoQt0uUcR5z2tB3otruU,2,6.0,21.5,15.5
ChIJw0YWpRqDuUcRculuvzRISYk,2,8.5,19.0,10.5
ChIJ7YT8za0EuUcRdIkDyCmGChw,2,8.5,19.0,10.5
ChIJx-Hmw-ZQuEcRoa6nwHpuFUc,2,8.5,19.0,10.5
ChIJCRtpnGABuUcR_SdFjQYEw6c,2,8.0,19.0,11.0
ChIJgVM3iIFyuUcRoK1MMo7jH5c,2,8.0,20.0,12.0
ChIJD0kBIYyduUcRPvKu1Wh44Xs,2,9.0,19.0,10.0
ChIJVRivth37uEcRNjsmmQMOz-k,2,9.0,19.0,10.0
ChIJ9691Yp6EuUcRWiyzsw_o4cs,2,8.5,19.0,10.5
ChIJd5LSoAt0uUcRbFm_kCw4TSw,2,9.0,19.0,10.0
ChIJg59IcEWQuUcRGOoMbNDX7Ms,2,9.0,19.0,10.0
ChIJW7ArKjr5uEcRTIPORpl0S8o,2,9.0,19.0,10.0
ChIJXRqProUbuUcRRcP77T5NDpY,2,8.0,19.0,11.0
ChIJRSCG2zN9uUcRO2VuX14YfcE,2,9.0,20.0,11.0
ChIJQ678uyzxuEcR4YtupwX8eG8,2,8.0,20.0,12.0
ChIJnS26XB2OuUcRVCIbGVUei9Q,2,8.0,20.0,12.0
ChIJSzHeWEYQuUcR8HuoPECIY1I,2,8.0,19.0,11.0
ChIJhXQgHKdxuUcRUHrfk8rVPM8,2,8.0,19.0,11.0
ChIJEUl4J0b9uEcRFflfRpGcOms,2,9.0,20.0,11.0
ChIJgSpkig0auUcRPp2SPPKy0BM,2,8.0,20.0,12.0
ChIJ5VUfrrj6uEcRNXQzYJ7rJaY,2,9.0,19.0,10.0
ChIJzZyeJ-1YuEcR13rmKQtVaZw,2,9.0,19.0,10.0
ChIJsdPWJw3luEcRn9s7jOdscQg,2,9.0,19.0,10.0
ChIJcQr_OC2BuUcR9XvCmRlnSbw,2,8.5,20.0,11.5
ChIJdfRsgIrluEcRmmg2cL6NW-8,2,8.5,19.0,10.5
ChIJgSrmxDR9uUcRx3Gk0TicmD4,2,8.5,19.0,10.5
ChIJ3aGlH4USuUcRGnQX3MHwcgY,2,8.0,20.0,12.0
ChIJh0CwCRQ9ukcRT3zHICu0H30,2,8.5,20.0,11.5
ChIJ55jU-ihoukcRW6dMkhIPuNQ,2,9.0,18.5,9.5
ChIJCeStBZhMukcRNKGd_0PiHW8,2,8.5,19.0,10.5
ChIJGz7GNIMlukcRAm_4QmMlbj4,2,8.0,20.0,12.0
ChIJg6wYRaJLukcRJB6nUUnaL08,2,8.5,20.0,11.5
ChIJYeSgrgpBukcRWqF4ODrCGxo,2,8.0,19.0,11.0
ChIJsb-AhZVMukcRnsoilM1PUxY,2,9.0,20.0,11.0
ChIJoQLC7hA9ukcRU19-V5_Xmvo,2,8.0,20.0,12.0
ChIJOQIrZ8A8ukcRk27b-Le8yr8,2,8.5,18.5,10.0
ChIJsa8VLNZJukcRiIJgO1hyj0Q,2,8.0,20.0,12.0
ChIJpfpYbjM_ukcROiB3vBS0rDA,2,9.0,18.5,9.5
ChIJTaVE9JtEukcRLKawy3yrD5Q,2,9.0,19.0,10.0
ChIJodLvrPdaukcRC7IJSXghov4,2,8.0,20.0,12.0
ChIJ43fqqE84ukcR6cRPQaUcpMo,2,9.0,20.0,11.0
ChIJqf2SCipMukcRxec141NeMgk,2,9.0,20.0,11.0
ChIJYRHlupE_ukcRL-XAKOk21jQ,2,8.0,20.0,12.0
ChIJB8y150Q0ukcRAdYr2Tz211k,2,8.0,19.0,11.0
ChIJtwrrnpMlukcR1AJViZ-oIeQ,2,9.0,19.0,10.0
ChIJyUo3YL1MukcR7sO9OlazpMU,2,9.0,19.0,10.0
ChIJO8t_jH4wukcREAx5-Gkt7TY,2,8.5,20.0,11.5
ChIJabXJRoPKu0cRa1zUQijXtUs,2,8.0,20.0,12.0
ChIJf29GYAAuukcRCGVr4MZozL8,2,8.5,19.0,10.5
ChIJmeEZ7kcpukcR0NJjQXVeiUs,2,8.5,19.0,10.5
ChIJmXL0-rkjukcRA7yDfVNfxZA,2,8.0,20.0,12.0
ChIJEaj5cUFYukcRdPvsRND-31I,2,8.0,20.0,12.0
ChIJmxlzfrRVukcRK5tu9Fqk6FI,2,8.5,20.0,11.5
ChIJD_jXjMElukcRbzsxDia_arU,2,8.0,20.0,12.0
ChIJMXv66yBfukcRE15HzbQqxkQ,2,8.5,18.0,9.5
ChIJ8cDOWMeJuUcRAz5fADVeYLA,2,8.5,19.0,10.5
ChIJxy8U5SPTu0cRxY3xC5yNBQQ,2,8.0,20.0,12.0
ChIJn9L7zujLu0cRKWRHgKNIBR8,2,8.5,19.0,10.5
ChIJpZ0veVDSu0cRQdE5yUB3xsw,2,9.0,19.0,10.0
ChIJfYF8xif8ukcR0-Idqs8twms,2,8.5,19.0,10.5
ChIJtT8Gurr0ukcRffM9Vi839qQ,2,8.5,19.0,10.5
ChIJbxMrChDIu0cRdPtF4aPvHro,2,8.5,19.0,10.5
ChIJDWzOTyorukcRNPWS38OSTsM,2,8.0,20.0,12.0
ChIJb6zytujLu0cR3yzz-7JvZrw,2,8.5,20.0,11.5
ChIJrZlh2l_OukcRk942xVVpUm8,2,8.5,19.0,10.5
ChIJweBK-jC4ukcR7E8ID9Fj7do,2,8.5,18.5,10.0
ChIJ4QADWEjLukcRsArQB6j-3WA,2,8.0,19.0,11.0
ChIJt6fwpGg2pUcRh1f44X80s5g,2,8.0,19.0,11.0
ChIJQ7EW6cEspUcRKOyhMblrIII,2,8.5,19.0,10.5
ChIJnd0rjbToukcRf-czxrgJccw,2,8.5,18.5,10.0
ChIJM3bjYTHVukcRtl1bm1ulsg8,2,8.0,20.0,12.0
ChIJudfuMK3lukcRMyYBZyJc-nI,2,8.0,19.0,11.0
ChIJV6y-37KUukcRFZe6iJcGpTE,2,8.5,18.5,10.0
ChIJt6sIVCMlpUcReTour9S2N6k,2,8.0,19.0,11.0
ChIJL_WEotzYukcR7PCb832vZOA,2,8.5,19.0,10.5
ChIJAahWc-47pUcRzns_h8nLTLk,2,8.0,18.5,10.5
ChIJN-6RYMXoukcRKL-vhBaRmfI,2,8.0,20.0,12.0
ChIJCWArcglHpUcRC4zgU7Fyw9w,2,9.0,19.0,10.0
ChIJswCMwYtApUcRuUT19OkyABc,2,8.0,20.0,12.0
ChIJdQNI5JpApUcRTTo7gbZcPiU,2,8.0,20.0,12.0
ChIJa97Nv8EspUcRs5oTZ1pVoiw,2,8.5,20.0,11.5
ChIJmzToJxfiukcR3As0g0X8qNE,2,8.5,18.5,10.0
ChIJlf03GJpApUcRlvjhvJkWWmE,2,8.5,20.0,11.5
ChIJuUbfvAlHpUcRGWgvZyg2K-w,2,8.5,20.0,11.5
ChIJ06zE5eeepUcRPak5JGWkusM,2,8.0,20.0,12.0
ChIJX_RR_4agpUcRa-1Z-AlKdXM,2,8.0,20.0,12.0
ChIJG9mN0vEMpUcRAAjPU2TxR0w,2,8.5,19.0,10.5
ChIJAUR0Qg-kpUcRuRhoJofBjCw,2,8.5,20.0,11.5
ChIJjVOJgnKFpUcRVx8Upew16uQ,2,8.0,19.0,11.0
ChIJLTb-CgzBpUcRwBZfe-7Pqv0,2,8.5,19.0,10.5
ChIJvQQ99OFvpUcRqCYtLiZvnRo,2,8.5,19.0,10.5
ChIJO1pWjuu7pUcRU6bBsV-hm1k,2,8.0,20.0,12.0
ChIJraQqKD9qpUcR3RWPqI2Wvwc,2,8.0,19.0,11.0
ChIJC7dGRtQUpUcRI75ENIcZP3M,2,8.5,19.0,10.5
ChIJ-XLaNB_ppUcR4LZNgPr7uNg,2,8.5,19.0,10.5
ChIJze3IECpopUcR_hXppcKb3Do,2,9.0,20.0,11.0
ChIJxd9Eb3PFpUcRURdaP6nJ2sc,2,8.0,19.0,11.0
ChIJm1RV0s0epUcRy1AgTqMjobM,2,8.5,19.0,10.5
ChIJwZnAuKgQpkcRgL0A-g5Wvyk,2,8.5,19.0,10.5
ChIJWYUgx8kWpkcRxJSlJ65EKfg,2,8.5,20.0,11.5
ChIJ8XaLaewOpkcRxES9jDjXPuk,2,8.5,18.5,10.0
ChIJf71rikcEpkcRMn3I9wDEV5I,2,8.5,19.0,10.5
ChIJFUSKTYlqpkcRJs5hFsuvZHA,2,8.0,20.0,12.0
ChIJJZxGNK0MpkcRf1D7EEIlo_k,2,8.5,19.0,10.5
ChIJI4p8UNZDpkcRldoU-kH23lg,2,8.5,19.0,10.5
ChIJAboUbTojpkcReZsFJdLwK6c,2,8.5,18.5,10.0
ChIJX9FosojkpUcR7kdxyAxGgtA,2,8.0,19.0,11.0
ChIJ40cYsfAvpkcRk0SXJ9VL9A8,2,9.0,19.0,10.0
ChIJ-0JuOLTgpUcRcFo3YCKI19I,2,8.0,20.0,12.0
ChIJDe0Sn-k4pkcRuRrMUJ0SAfE,2,8.0,20.0,12.0
ChIJo5ZgAq4vpkcRUB2JMWZDWjg,2,8.5,20.0,11.5
ChIJiUUFO8QvpkcREDM68ck3xqQ,2,8.5,20.0,11.5
ChIJ70bRGA76pUcRoAYu7rVSCac,2,8.0,20.0,12.0
ChIJx8vuz1JzpkcRczDx_9AD0Yg,2,8.5,20.0,11.5
ChIJzws0lK5OpkcR0v4X6GiGZVA,2,8.5,20.0,11.5
ChIJTSJmsojkpUcRPe8bwEAgyDQ,2,8.5,20.0,11.5
ChIJi_qrOPLBp0cR5XxkT6WhOpU,2,8.5,20.0,11.5
ChIJa1sdRIl4qEcRAQwM29d-TYI,2,8.5,20.0,11.5
ChIJN8TCXD_Op0cRLsLmfqD1gCU,2,8.5,20.0,11.5
ChIJo7LqzY7-p0cRia5N6bObjhI,2,8.5,20.0,11.5
ChIJo-woNhgeCEcRwLashWE0gVA,2,8.5,20.0,11.5
ChIJBaY5LYC5p0cRPbRxnJsW2wE,2,8.5,20.0,11.5
ChIJW-Iya0L_B0cROylIKGa_a9E,2,8.5,20.0,11.5
ChIJz9e61md0CEcRZZUhOsK-b1A,2,9.0,20.0,11.0
ChIJb3hfn0B0CEcRXgiVn5txtUg,2,8.5,19.0,10.5
ChIJA8f_kP10CEcRmKeS-VZCVZU,2,9.0,20.0,11.0
ChIJNeQuo3p0CEcRfC4eWlci9ho,2,9.0,20.0,11.0
ChIJaW1gVE50CEcRfaEh7_iLdKs,2,9.0,20.0,11.0
ChIJS0XcGCB_CEcRB-XRw8OytHk,2,9.0,20.0,11.0
ChIJfXhc6x7OB0cRVZTVN3FAXmc,2,9.0,20.0,11.0
ChIJyY6PmL9zCEcRn0Kdi-tfq-o,2,9.0,20.0,11.0
ChIJxwJJHU0HCEcR8M45uxUriyA,2,8.5,19.0,10.5
ChIJf2yiLU9vCEcR_TsNMrnGPXQ,2,8.0,20.0,12.0
ChIJUcrwQL8WCEcRJ36sfArY65U,2,8.0,20.0,12.0
ChIJu1XrzvTJuEcRLW-fRiaVAe0,2,8.5,20.5,12.0
ChIJ-X7-kD_KuEcRqHjtgowMsXA,2,8.5,20.0,11.5
ChIJteG6UsrLuEcRbXRjPDQQhdE,2,9.0,20.0,11.0
ChIJo4RgsmXJuEcRhv-GJADH0rs,2,9.0,19.0,10.0
